1980396,2332,1.408,-28.67,4.785,-81.5
1980416,2332,1.414,-28.55,4.785,-81.5
1980436,2332,1.413,-27.97,4.785,-81.5
1980456,2332,1.413,-28.29,4.785,-82.5
1980476,2332,1.42,-28.13,4.785,-82
1980496,2332,1.426,-27.92,4.806,-81.5
1980516,2332,1.423,-28.34,4.806,-81.5
1980536,2331,1.427,-28.5,4.806,-82
1980556,2332,1.427,-28.23,4.806,-82
1980576,2332,1.429,-28.21,4.806,-81.5
1980596,2332,1.427,-28.58,4.806,-81.5
1980616,2332,1.418,-28.74,4.806,-82.5
1980636,2332,1.416,-28.7,4.806,-82
1980656,2332,1.415,-29.01,4.806,-81.5
1980676,2332,1.419,-28.96,4.806,-81.5
1980696,2332,1.42,-28.91,4.806,-82.5
1980716,2332,1.418,-28.9,4.806,-82
1980736,2332,1.424,-29.08,4.825,-81.5
1980756,2332,1.426,-28.91,4.825,-81.5
1980776,2332,1.425,-28.92,4.825,-82
1980796,2332,1.418,-29.21,4.825,-82
1980816,2332,1.425,-29.14,4.825,-81.5
1980836,2332,1.417,-28.62,4.825,-82
1980856,2331,1.415,-28.47,4.825,-82
1980876,2332,1.418,-28.67,4.825,-81.5
1980896,2332,1.419,-28.26,4.825,-81.5
1980916,2332,1.425,-28.21,4.825,-81.5
1980936,2332,1.417,-28.38,4.825,-82
1980956,2332,1.421,-28.6,4.825,-81.5
1980976,2332,1.418,-28.58,4.807,-81.5
1980996,2332,1.42,-28.48,4.807,-82.5
1981016,2331,1.422,-28.58,4.807,-82
1981036,2332,1.424,-28.81,4.807,-81.5
1981056,2332,1.419,-29.22,4.807,-81.5
1981076,2332,1.418,-28.84,4.807,-82
1981096,2332,1.423,-28.51,4.806,-82
1981116,2332,1.423,-28.57,4.806,-81.5
1981136,2332,1.429,-28.54,4.806,-82.5
1981156,2332,1.425,-28.56,4.806,-82
1981176,2332,1.42,-28.75,4.806,-81.5
1981196,2332,1.422,-29.06,4.806,-81.5
1981216,2332,1.426,-28.88,4.806,-82.5
1981236,2332,1.424,-28.79,4.806,-82
1981256,2332,1.424,-28.91,4.806,-81.5
1981276,2331,1.425,-29.23,4.806,-81.5
1981296,2332,1.424,-28.78,4.806,-82.5
