63449429,1418,1.431,43.69,4.782,-82.5
63449449,1418,1.432,43.82,4.782,-83
63449469,1418,1.432,44.09,4.782,-82.5
63449489,1418,1.435,44.2,4.782,-82.5
63449509,1418,1.437,43.98,4.782,-83
63449529,1419,1.438,44.04,4.782,-82.5
63449549,1418,1.438,44.23,4.782,-82.5
63449569,1419,1.439,44.45,4.782,-82.5
63449589,1418,1.44,44.35,4.782,-83.5
63449609,1419,1.44,44.68,4.782,-83
63449629,1419,1.438,44.7,4.782,-82.5
63449649,1419,1.436,44.7,4.785,-83.5
63449669,1419,1.434,44.32,4.785,-83
63449689,1418,1.438,44.25,4.785,-83
63449709,1419,1.437,43.83,4.785,-83
63449729,1419,1.436,43.68,4.785,-83
63449749,1419,1.439,43.75,4.785,-82.5
63449769,1419,1.44,43.37,4.782,-83
63449789,1419,1.435,43.19,4.782,-83
63449809,1419,1.435,43.21,4.782,-83.5
63449829,1419,1.442,43.33,4.782,-83
63449849,1419,1.439,43.2,4.782,-83
63449869,1419,1.441,43.07,4.782,-83
63449889,1419,1.441,43.34,4.782,-82.5
63449909,1419,1.437,43.39,4.782,-83
63449929,1419,1.436,43.41,4.782,-83
63449949,1419,1.434,43.5,4.782,-82.5
63449969,1419,1.435,43.62,4.782,-82.5
63449989,1419,1.435,43.86,4.782,-83
63450009,1419,1.436,43.69,4.785,-83
63450029,1419,1.435,43.45,4.785,-82.5
63450049,1419,1.437,43.85,4.785,-82.5
63450069,1420,1.433,43.39,4.785,-83
63450089,1419,1.436,43.46,4.785,-83
63450109,1420,1.435,43.81,4.785,-82.5
63450129,1420,1.434,43.94,4.785,-82.5
63450149,1420,1.439,43.64,4.785,-83
63450169,1420,1.441,43.68,4.785,-83.5
63450189,1420,1.44,43.43,4.785,-82.5
63450209,1420,1.437,43.52,4.785,-82.5
63450229,1420,1.437,43.62,4.785,-83
63450249,1420,1.439,43.79,4.785,-83
63450269,1420,1.438,43.85,4.785,-83
63450289,1420,1.439,43.69,4.785,-83
63450309,1421,1.438,43.71,4.785,-82.5
63450329,1420,1.434,43.73,4.785,-82.5
63450349,1421,1.433,43.32,4.785,-82.5
63450369,1421,1.431,43.41,4.796,-83.5
63450389,1421,1.435,43.59,4.796,-83
63450409,1421,1.433,43.7,4.796,-82.5
63450429,1421,1.438,43.41,4.796,-83
63450449,1421,1.439,43.11,4.796,-83.5
63450469,1421,1.437,43.25,4.796,-83
63450489,1421,1.434,43.16,4.785,-83
63450509,1421,1.431,43.11,4.785,-83.5
63450529,1421,1.433,43.19,4.785,-82.5
63450549,1421,1.437,43.43,4.785,-83
63450569,1421,1.438,43.21,4.785,-83
63450589,1421,1.436,43.04,4.785,-83
63450609,1421,1.433,43.17,4.788,-83
63450629,1421,1.435,43.36,4.788,-82.5
