613991,0,0.768,-5.64,4.661,-81.5
614011,0,0.766,-5.6,4.661,-82
614031,0,0.765,-5.35,4.661,-82
614051,0,0.756,-5.65,4.661,-82
614071,0,0.748,-6.12,4.661,-82
614091,0,0.754,-6.51,4.661,-82
614111,0,0.755,-6.6,4.661,-82.5
614131,0,0.753,-7.08,4.661,-81
614151,0,0.756,-7.2,4.661,-81.5
614171,0,0.755,-7.33,4.666,-81.5
614191,0,0.757,-7.54,4.666,-81.5
614211,0,0.759,-7.33,4.666,-81.5
614231,0,0.762,-7.06,4.666,-81.5
614251,0,0.768,-6.75,4.666,-81.5
614271,0,0.768,-6.82,4.666,-81.5
614291,0,0.767,-6.68,4.666,-81.5
614311,0,0.767,-6.62,4.666,-81.5
614331,0,0.765,-6.75,4.666,-81.5
614351,0,0.767,-6.49,4.666,-81.5
614371,0,0.767,-6.24,4.666,-81.5
614391,0,0.773,-5.87,4.666,-81.5
614411,0,0.774,-5.68,4.663,-81.5
614431,0,0.765,-5.92,4.663,-82
614451,0,0.762,-5.73,4.663,-82
614471,0,0.757,-5.75,4.663,-82.5
614491,0,0.756,-6.15,4.663,-82
614511,0,0.757,-6.89,4.663,-81
614531,0,0.752,-7.55,4.66,-82
614551,0,0.762,-7.57,4.66,-81.5
614571,0,0.762,-7.95,4.66,-81.5
614591,0,0.766,-7.93,4.66,-81.5
614611,0,0.768,-8.04,4.66,-81.5
614631,0,0.773,-7.8,4.66,-81.5
614651,0,0.77,-7.75,4.666,-81.5
614671,0,0.768,-7.58,4.666,-81.5
614691,0,0.771,-7.79,4.666,-81.5
614711,0,0.772,-7.72,4.666,-81.5
614731,0,0.77,-7.45,4.666,-82
614751,0,0.77,-7.28,4.666,-81.5
614771,0,0.768,-7.02,4.666,-81.5
614791,0,0.767,-6.93,4.666,-81.5
614811,0,0.766,-6.97,4.666,-82
614831,0,0.757,-6.99,4.666,-82
614851,0,0.752,-6.85,4.666,-81.5
614871,0,0.744,-6.8,4.666,-82
614891,0,0.741,-6.57,4.672,-81.5
614911,0,0.745,-6.54,4.672,-82
614931,0,0.746,-6.62,4.672,-82.5
614951,0,0.745,-6.92,4.672,-82
614971,0,0.743,-7.35,4.672,-82.5
614991,0,0.75,-7.57,4.672,-81
615011,0,0.75,-7.49,4.666,-82.5
615031,0,0.757,-7.43,4.666,-81.5
615051,0,0.768,-7.22,4.666,-81.5
615071,0,0.77,-7.35,4.666,-81.5
615091,0,0.773,-7.24,4.666,-81
615111,0,0.77,-7.01,4.666,-81.5
615131,0,0.768,-6.89,4.666,-81.5
615151,0,0.77,-6.7,4.666,-81.5
615171,0,0.769,-6.41,4.666,-81.5
615191,0,0.772,-5.87,4.666,-81.5
615211,0,0.769,-5.81,4.666,-81.5
615231,0,0.771,-5.77,4.666,-81.5
615251,0,0.773,-5.79,4.66,-81.5
615271,0,0.769,-5.6,4.66,-81.5
615291,0,0.771,-5.6,4.66,-82
615311,0,0.775,-5.54,4.66,-82
615331,0,0.777,-5.45,4.66,-82
615351,0,0.771,-5.12,4.66,-81.5
615371,0,0.773,-5.02,4.666,-82
615391,0,0.765,-5.18,4.666,-82
615411,0,0.76,-5.55,4.666,-82
615431,0,0.754,-6.16,4.666,-82
615451,0,0.758,-6.3,4.666,-82
615471,0,0.756,-6.83,4.666,-81
615491,0,0.762,-6.78,4.666,-82
615511,0,0.764,-6.82,4.666,-81.5
615531,0,0.756,-7.14,4.666,-81
615551,0,0.758,-7.14,4.666,-81.5
615571,0,0.759,-7.12,4.666,-81.5
615591,0,0.769,-6.87,4.666,-81.5
615611,0,0.77,-7.22,4.668,-81.5
615631,0,0.768,-7.28,4.668,-81.5
615651,0,0.77,-7,4.668,-81.5
615671,0,0.769,-7.01,4.668,-81.5
615691,0,0.77,-6.79,4.668,-81.5
615711,0,0.768,-6.79,4.668,-81.5
615731,0,0.768,-6.6,4.666,-81.5
615751,0,0.762,-6.44,4.666,-81.5
615771,0,0.758,-6.37,4.666,-81.5
615791,0,0.757,-6.56,4.666,-81.5
615811,0,0.755,-6.18,4.666,-81.5
615831,0,0.748,-6.33,4.666,-82
615851,0,0.747,-6.23,4.66,-82
615871,0,0.749,-6.42,4.66,-82.5
615891,0,0.749,-6.37,4.66,-82.5
615911,0,0.749,-7.05,4.66,-82.5
615931,0,0.756,-7.04,4.66,-81
615951,0,0.759,-7.12,4.66,-81.5
615971,0,0.757,-7.69,4.666,-81.5
615991,0,0.766,-7.25,4.666,-81.5
616011,0,0.768,-7.33,4.666,-81.5
616031,0,0.763,-7.55,4.666,-81
616051,0,0.767,-7.27,4.666,-81.5
616071,0,0.765,-7.23,4.666,-81.5
616091,0,0.768,-6.8,4.666,-81.5
616111,0,0.772,-6.66,4.666,-81.5
616131,0,0.768,-6.87,4.666,-82
616151,0,0.765,-6.39,4.666,-81.5
616171,0,0.762,-6.54,4.666,-81.5
616191,0,0.767,-6.2,4.666,-82
616211,0,0.757,-6.31,4.666,-82
616231,0,0.758,-6.21,4.666,-82
616251,0,0.756,-6.39,4.666,-82
616271,0,0.756,-6.26,4.666,-82
616291,0,0.751,-6.56,4.666,-82.5
616311,0,0.758,-5.9,4.666,-81
616331,0,0.762,-5.76,4.66,-81.5
616351,0,0.762,-5.33,4.66,-81
616371,0,0.764,-5.62,4.66,-81.5
616391,0,0.771,-5.33,4.66,-81.5
616411,0,0.775,-5.54,4.66,-81.5
616431,0,0.778,-5.1,4.66,-81.5
616451,0,0.78,-4.64,4.66,-81.5
616471,0,0.779,-4.54,4.66,-82
616491,0,0.772,-4.98,4.66,-81.5
616511,0,0.773,-5.06,4.66,-81.5
616531,0,0.774,-5.15,4.66,-81.5
616551,0,0.763,-5.39,4.66,-81.5
616571,0,0.759,-5.33,4.655,-82
616591,0,0.755,-5.92,4.655,-82
616611,0,0.744,-6.67,4.655,-82.5
616631,0,0.741,-6.94,4.655,-82
616651,0,0.748,-6.39,4.655,-81.5
616671,0,0.745,-6.72,4.655,-81.5
616691,0,0.742,-6.98,4.666,-82
616711,0,0.733,-7.22,4.666,-81.5
616731,0,0.748,-7.08,4.666,-81.5
616751,0,0.755,-6.89,4.666,-81.5
616771,0,0.756,-6.89,4.666,-81.5
616791,0,0.761,-6.89,4.666,-81.5
616811,0,0.762,-6.43,4.666,-82
616831,0,0.759,-6.47,4.666,-81.5
616851,0,0.761,-6.48,4.666,-82
616871,0,0.759,-6.35,4.666,-82
616891,0,0.758,-6.44,4.666,-82
616911,0,0.757,-6.29,4.666,-82
616931,0,0.756,-6.67,4.66,-82.5
616951,0,0.763,-6.28,4.66,-81.5
616971,0,0.754,-6.94,4.66,-81.5
616991,0,0.757,-7.05,4.66,-81.5
617011,0,0.766,-7.04,4.66,-81.5
617031,0,0.765,-7.37,4.66,-81.5
617051,0,0.765,-7.58,4.66,-81.5
617071,0,0.774,-7.39,4.66,-81.5
617091,0,0.77,-7.43,4.66,-81.5
617111,0,0.765,-7.33,4.66,-81.5
617131,0,0.764,-6.92,4.66,-81.5
617151,0,0.762,-6.74,4.66,-82
617171,0,0.768,-6.23,4.666,-82
