16166320,2049,1.59,-5.6,4.723,-82
16166340,2050,1.588,-5.33,4.723,-82
16166360,2050,1.588,-5.26,4.723,-82
16166380,2053,1.586,-5.3,4.723,-82
16166400,2054,1.581,-5.27,4.73,-82.5
16166420,2055,1.579,-5.19,4.73,-82.5
16166440,2056,1.579,-5.1,4.73,-82
16166460,2056,1.577,-4.83,4.73,-81.5
16166480,2057,1.576,-4.98,4.73,-82
16166500,2057,1.578,-5,4.73,-82
16166520,2057,1.58,-4.79,4.73,-81.5
16166540,2058,1.581,-4.71,4.73,-81.5
16166560,2059,1.577,-4.77,4.73,-81.5
16166580,2060,1.578,-4.92,4.73,-81.5
16166600,2060,1.58,-4.73,4.73,-81.5
16166620,2061,1.581,-4.58,4.73,-82
16166640,2061,1.582,-4.6,4.709,-81.5
16166660,2062,1.582,-4.38,4.709,-82
16166680,2064,1.58,-4.13,4.709,-81.5
16166700,2065,1.579,-4.1,4.709,-81.5
16166720,2066,1.579,-4.13,4.709,-81.5
16166740,2067,1.577,-4.29,4.709,-81.5
16166760,2068,1.568,-4.36,4.725,-81.5
16166780,2069,1.561,-4.5,4.725,-81
16166800,2070,1.553,-4.54,4.725,-81
16166820,2072,1.546,-4.54,4.725,-81.5
16166840,2073,1.543,-4.38,4.725,-81.5
16166860,2075,1.542,-4.61,4.725,-81
16166880,2076,1.545,-4.75,4.749,-81
16166900,2078,1.552,-4.85,4.749,-81.5
16166920,2079,1.556,-5,4.749,-81.5
16166940,2081,1.564,-5.04,4.749,-81.5
16166960,2083,1.567,-5.08,4.749,-82
16166980,2085,1.567,-5.31,4.749,-81.5
16167000,2087,1.566,-5.21,4.73,-82
16167020,2089,1.564,-5.33,4.73,-81
16167040,2091,1.56,-5.57,4.73,-81.5
16167060,2094,1.563,-5.82,4.73,-81.5
16167080,2096,1.566,-6.04,4.73,-81
16167100,2099,1.562,-6.29,4.73,-81.5
16167120,2101,1.555,-6.55,4.718,-81.5
16167140,2104,1.543,-6.8,4.718,-82
16167160,2106,1.536,-7.02,4.718,-81
16167180,2109,1.526,-7.52,4.718,-82
16167200,2111,1.536,-7.81,4.718,-81
16167220,2114,1.551,-7.97,4.718,-81.5
16167240,2120,1.561,-8.37,4.73,-81.5
16167260,2123,1.568,-8.53,4.73,-81.5
16167280,2126,1.574,-9.05,4.73,-81.5
16167300,2129,1.572,-9.29,4.73,-82
16167320,2136,1.581,-9.55,4.73,-81.5
16167340,2139,1.584,-9.88,4.73,-81.5
16167360,2142,1.582,-10.22,4.737,-81.5
16167380,2145,1.586,-10.42,4.737,-81
16167400,2152,1.576,-10.38,4.737,-81.5
16167420,2156,1.572,-10.49,4.737,-81.5
16167440,2160,1.573,-11.42,4.737,-81.5
16167460,2164,1.573,-12.07,4.737,-81.5
16167480,2171,1.574,-12.65,4.73,-81.5
16167500,2175,1.581,-13,4.73,-82
16167520,2179,1.583,-13.34,4.73,-82
16167540,2183,1.588,-13.46,4.73,-81.5
16167560,2191,1.584,-14.32,4.73,-81.5
16167580,2195,1.577,-14.81,4.73,-81.5
16167600,2200,1.573,-15.54,4.709,-81.5
16167620,2205,1.573,-16.02,4.709,-81.5
16167640,2214,1.573,-16.02,4.709,-81.5
16167660,2218,1.562,-16.1,4.709,-81.5
16167680,2223,1.555,-16.57,4.709,-81.5
16167700,2227,1.556,-16.93,4.709,-82
16167720,2237,1.551,-17.35,4.709,-81.5
16167740,2241,1.549,-17.67,4.709,-82
16167760,2245,1.547,-18.27,4.709,-82
16167780,2251,1.55,-18.82,4.709,-82.5
16167800,2261,1.552,-19.27,4.709,-82
16167820,2266,1.556,-19.93,4.709,-82.5
16167840,2272,1.555,-20.6,4.706,-81.5
16167860,2277,1.549,-21.27,4.706,-81.5
16167880,2288,1.549,-21.82,4.706,-82
16167900,2294,1.548,-22.87,4.706,-82
16167920,2299,1.542,-23.42,4.706,-81
16167940,2305,1.532,-24.29,4.706,-81.5
